title,subtitle,add_labels,date,speakers,topics,scripture,summary,published,sub_id
Episode 24 - Top 5 Worries of Parents,"Raising up Copts, 15 Jul 21",,7/15/21,,Fear|Hope,,"Madona and I asked our listeners what the top worries of parents were. We compiled the answers into this list of top five worries. While we may yell at the kids for sitting in front of the TV or their devices, for their bad grades, or other such day-to-day things, what we’re really praying about are much deeper, long terms hopes and fears for their future.

To answer our polls and to give your insight, be sure to follow us on Instagram @copticlaura and @madona_writes!

You can see all our episodes on our page raisingupcopts.com and contact us at raisingupcopts@gmail.com.",yes,8abd8f4c-a479-446f-b638-e49e7421c441
Episode 20 - Making Time for Your Talents,"Raising up Copts, 20 May 21",,5/20/21,,Faith|Lent,,"Madona and Laura interview poet and pediatrician Dr. Sherry Shenoda about her upcoming novel The Lightkeeper, published by Ancient Faith Publishing. Sherry wrote the book while raising her two boys and working a full-time job. She tells us how she made time for her talents—and how we can do the same.

Pick up a copy at copt.me/lightkeeper",yes,4302c8ec-c05e-425b-88c1-251741732445
The Work Of The Holy Spirit In Ministry,"Servant Development, 11 Jul 21",,7/11/21,HG Bishop Youssef,Service|Holy Spirit,,"In what ways does the Holy Spirit work? Are we meant to rely on the Holy Spirit when serving? What did St John Chrysostom mean when he said ""no one is able to say Jesus is God except by the Holy Spirit""? 

We often hear about the idea of the Holy Spirt working in ministry and service, and that the Holy Spirit works both in the servant and the person being served. Tune in as His Grace explains what this really means and speaks all about the work of the Holy Spirit in ministry!",yes,1c2ff828-c9dc-414c-b63c-9cd0e598b7e3
Social Media And Deception,"Youth Talks, 09 Jul 21",,7/9/21,HG Bishop Youssef,Social Media,,"With the rise of social media, it's more important than ever to be aware of the information we consume and how it may form our opinions, especially when this information opposes the teachings of the scripture. Tune in as His Grace speaks about how to be more aware of deception, the types of deception we may encounter, and what to do about it!",yes,62779467-78e0-4053-811a-1205acce9501
The Great Commission - The Apostle's 12 Instructions,"Sunday Homilies, 11 Jul 21",,7/11/21,HG Bishop Youssef,,,"""He who hears you hears Me, he who rejects you rejects Me, and he who rejects Me rejects Him who sent Me.” (Luke 10:16)

In today’s Gospel, we read about the commission of the apostles, and the 12 instructions given to them by the Lord. Tune in as His Grace goes through these 12 instructions,  and what we can learn from them as disciples of Christ ourselves!",yes,395d62a0-fd61-4fd3-a580-c76f68e1a201
Level Up- Part 1- Leading With Courage,"Series, 12 Jul 21",,7/12/21,Fr Timothy Fam,,,"'Courage is stepping up when no one else wants to'

Tune in as Fr. Timothy Fam starts us off on a new series 'Level Up' by explaining to us the true meaning of courage and discussing how we can be more courageous in our spiritual life!",yes,78b9f2d4-1500-445a-8dd0-2515cecac67b
The Lows,"Youth Talks, 16 Jul 21",,7/16/21,Meena Awad,,,"Join us in another Friday night zoom youth meeting as Meena introduces the new series, ""The Spiritual Rollercoaster"". He starts off the first part of the series with this weeks talk on, ""The Lows"". Tune in to find out more.",yes,b9c2b6a4-ba55-4a54-9e3b-5a8f4cc7f677
Repenting At Christ's Feet,"Short & Sweet, 8 Oct 17",,10/8/17,Michael Iskander,Forgiveness|Repentance,,Tune in to Michael Iskander's INSPIRING sermon on the sinner woman and how she gained the forgiveness of sin through the most important virtue in the Christian life; repentance.,yes,bd1a8c94-ee6a-4c60-be3a-3e0128099eef
The Finger of God,"Short & Sweet, 24 Jun 18",,6/24/18,Fr Samuel Fanous,Joy,,"Tune in to as Fr Samuel Fanous shows us how satan tempts us to enjoy the pleasures of this world. He shares with us the power of God which can either give us life or death. 

Listen in to hear how we can have life through God.",yes,cf7baf3f-d38f-4f17-b1a8-44bf37416069
Christ Is Calling,"Sunday Homilies, 20 Jun 21",,6/20/21,,,,Christ is calling - will we answer Him? Tune in with Fr Theodore Labib as he encourages us to leave behind the things of this world and to turn to the everlasting Lord.,yes,34aec391-a2e4-4bdb-843a-c47dd766838e
Be Teachable,"Sunday Homilies, 18 Jul 21",,7/18/21,Fr James Mikhail,Eternal Life,,"“Assuredly, I say to you, unless you are converted and become as little children, you will by no means enter the kingdom of heaven."" - Matthew 18:3 

One of the characteristics of children is how teachable they are, but how do we as adults become like this? Tune in, as Fr James teaches us.",yes,53e86f0b-3229-4113-aef7-2497fec23822
Godly Wisdom Part 15 – Full Of Mercy - Part 3,"Series, 11 Jul 21",,7/11/21,,Mercy|Wisdom,,"Want to fulfill the law of Christ? Then we must carry each others' burdens as this an essential way to display mercy! In this sermon, Fr Benjamin emphasises the need to look at who may need our help and look for ways we can help them!",yes,21ee2795-0b0c-40aa-a3c8-0545efe46290
Isaiah 27- God Is Our Nurturer,"Bible Studies, 22 Jan 21",,1/22/21,Fr Benjamin Abouelkheir,,,"Tune in with Fr Benjamin as he goes through Isaiah chapter 17! From Isaiah 17, we can learn the way in which God nurtures, cares for, protects and satisfies all our needs when we abide in Him!",yes,acd07c40-6bdb-4a7f-94fc-60c699295552
Isaiah 28- Dangers Of Missing Church,"Bible Studies, 22 Jan 21",,1/22/21,Fr Benjamin Abouelkheir,Church|Faith,,"Join Fr Benjamin as he dives into Isaiah chapter 28! In this sermon, he explains the dangers of moving away from the church as this causes one's faith to fade. This is turn causes the person's lifestyle and choices to stir further away from God!",yes,f5eb1c85-fbea-486e-996b-1350d55012c1
Called To Be Pure,"Sunday Homilies, 18 Jul 21",,7/18/21,Fr Anthony Mourad,Eternal Life,,"Why does Christ call us to be converted in to ""little children"" in order for us o enter the kingdom of heaven?

Tune in with Fr Anthony Mourad as we are reminded with today's gospel that we ought to remain undefiled as we are called to be pure.",yes,c4be56a4-00ca-4aa3-95b4-5cfb0f682a3a
To Be A Christian,"Spiritual Reflections, 03 Jul 17",,7/3/17,HG Bishop Kyrillos,,,To be a Christian seem simple in theory. To many if we tick boxes then we are Christian but is that really true? Tune into HG Bishop Kyrillos exploring the Christian life drawing on the Bible as evidence.,yes,38f11412-69e8-4d07-98b0-1c8d9af7ba20
Life in the Resurrection and Eucharist,"Sunday Homilies, 16 May 21",,5/16/21,Fr James Gendi,Sacrifice|Resurrection|Sacraments,,How do we maintain a zealous life following the spiritual high of passion week? How do we maintain this stamina throughout our daily lives? Fr James gives us the answer by taking us through Christ's ultimate sacrifice for us!,yes,c4a6f879-d68f-4cf2-a3da-24d551b8beed
Before You Cast Your Vote,,,,,,,,no,c83b2781-313c-43b6-98c4-82c38b7815ff
Christian Faith and Same-Sex Attraction,Fr Thomas Hopko,,,,Faith,,"“Already in the mid-1980s, Fr. Hopko identified human sexuality as the most 
significant theological concern of our generation. Here he treats the difficult and 
delicate subject of same-sex attraction in an exceptionally well-balanced way. Both 
the text and the ample footnotes combine theological and pastoral insight to 
produce a virtual summa of Orthodox anthropology. The result is a work that 
offers clear and compassionate direction to those who experience same-sex attraction and to those who seek to minister to them. This study deserves the widest possible readership: by pastors and medical professionals, as well as by those 
who experience same-sex feelings and desires.”

—V Rev. JohnBreck, Professor, St. Sergius Theological Institute, Paris, France",yes,ae03c5b2-bdc3-41a8-803b-ad498c685b84
Joy of Renewal,"Pascha Sermons, 01 May 21",,5/1/21,Fr James Gendi,Joy|Resurrection|Renewal,,There is an immense joy that comes from experiencing the passion of Christ and His journey to the Cross. This joy culminates on the day we celebrate His Resurrection! Tune into Fr James' sermon as he speaks of the joy that we can experience through a renewed life!,yes,904e5f8e-1e9d-4f6c-b379-c1dc4c655cf5
If We Confess Our Sins,Fr Thomas Hopko,,,,Church|Confession|Hope|Holy Spirit,,"Many people confess that the practice of confession is confusing to them. They do it, they say, from a sense of habit or duty, as a ritual formality without meaning or inspiration. There are any number of reasons for this avowed condition, and we could not begin to diagnose its causes or to treat its symptoms in this small booklet. It is our hope, rather, that we can come to a clear insight into the meaning of human life as God sees it and shows it to us in Christ and the Church, so that the practice of confession as we do it will become meaningful for us and will be the inspiring event that it should be: the liberating experience of life in Christ and the Holy Spirit which leads to communion with God.",yes,4648137e-7ee6-4980-963d-64d08237f8f4
The Names Of Jesus,Fr Thomas Hopko,,,,Relationship|Salvation,,"In this book based on his popular podcast of the same name, the late Fr. Thomas Hopko meditates on over 50 different names and titles used for Jesus in the Bible. Learn what each name uniquely has to tell us about the character of the Son of God, his role in our salvation, and the relationship we can choose to cultivate with him",yes,995f8b0f-49ee-4944-bbf2-12ffbed1d35f
The Violent Love of God,Fr Thomas Hopko,,,,Faith|Grace|Joy|Lent,,"The first and most important thing is that we are boundlessly loved by God who blesses 
us to love Him boundlessly in return.
I can also tell you that we can love God as He loves us only by faith and grace, by His 
own divine power, and that we prove our love for Him by loving everyone and 
everything, beginning with our worst enemies, just as He does, with the very same love 
with which He loves us, the very Love that He Himself is.
And I can tell you that being loved by God, and loving Him in return, is the greatest joy 
given to creatures, and that without it there is no real and lasting happiness for humanity. 
And I can also tell you, alas, that such loving is always a violent, brutal and bloody affair.",yes,8407162e-0bfd-4858-a2b8-4bdfc1bb4743
Psalm 13 - When You Feel Alone,"Bible Studies, 10 Jul 21",,7/10/21,HG Bishop Youssef,Prayer|Loneliness,,"""How long, O Lord? Will You forget me forever? How long will You hide Your face from me?"" (Psalm 13:1) 

In Psalm 12, we see David writing about feeling alone and surrounded by wickedness, and Psalm 13 continues on this feeling of abandonment by looking into David's feeling of abandonment by God. Tune in as His Grace speaks all about Psalm 13, and the prayer of David in the midst of his despair!",yes,3a7bf3d6-8f1e-41b9-9b68-a32574e14920
Psalm 14 - Where Is God?,"Bible Studies, 17 Jul 21",,7/17/21,HG Bishop Youssef,Salvation,,"""Have all the workers of iniquity no knowledge, who eat up my people as they eat bread, and do not call on the Lord?"" (Psalm 14:4)

Tune in as His Grace continues the study of the book of Psalms, looking into the rejection God, God's punishment of the wicked, and David's longing for the Lord's salvation!",yes,de6851d3-704f-4d81-aea0-1319974b4123
Revelation  4 - The Throne Room,"Bible Studies, 20 Jul 21",,7/20/21,HG Bishop Youssef,Eternal Life,,"In Revelation 14, St John the Beloved writes about the vision of a heavenly scene that God revealed to him. What is revealed in the image of the throne that St John sees in the vision? Why twenty four thrones around it? What is the sea of glass before the throne? What do the four creatures, full of eyes, mean? 

Tune in as His Grace speaks about what this vision really means, looking at the answers to these questions and many more!",yes,d2c29d2c-2ad9-4f52-8126-3fcf2014c114
Seeking The Lord With Your Heart,"Sunday Homilies, 18 Jul 21",,7/18/21,Fr. Yacoub Magdy,,,"""The psalms say blessed are the undefiled in the way, those who seek the Lord from their hearts""
Tune in to listen to Fr Yacoub discuss the Gospel of Matthew 18:1-9, delving into the notion on seeking God with all your heart and maintaining the virtues of christianity.",yes,127914dc-217f-4b55-b9c4-11b18d3769b0
Repentant U-Turns!,"Sunday Homilies, 18 Jul 21",,7/18/21,Fr Jonathan Ishak,Repentance,,"""Repentance is simply, concentrate on one sin, do a U-turn and then this sin will become a virtue""

Tune in to Fr Jonathan’s talk as he discusses the notion of being undefiled and the practical ways that we can become undefiled.",yes,cd0bd50c-a910-448f-bfc1-1077e967b934
Level Up - Part 2 - Leading with a Coach,"Series, 19 Jul 21",,7/19/21,Fr Abraham Fam,,,"""We can ALWAYS grow and listen and learn!""
Often we are guilty of being stagnant in our lives, we enter a state of blase and don't want to leave it! Tune in as Fr. Abraham Fam continues the series 'Level- Up' as he discusses the importance of having a coach when growing spirituality, and who it is that can be your coach!",yes,320aef38-6f50-4275-9af5-3aa577c9ade1
Having Humility Like A Child,"Sunday Homilies, 17 Jul 21",,7/17/21,Fr Joseph Abraham,Humility|Pride|Purity|Eternal Life,,"The disciples come to Christ asking “who’s the greatest in the Kingdom of Heaven.” Answering their prideful question with the example of children has a deeper meaning than just giving an example of purity. Tune in as Fr Joseph breaks down the virtues of a child, specifically how we can adopt humility in our spiritual life.",yes,638142da-3325-4240-ae9c-7da4daa906cc
